word;image;image_html;english;spanish;portuguese;french;french_audio;french_audio_html;chinese_simplified;chinese_pinyin;chinese_jyutping;hindi;arabic;russian;bengali;japanese
twenty;vocab-twenty.jpg;"<img src=""vocab-twenty.jpg"">";twenty;veinte;vinte;vingt;vocab-french-vingt.mp3;[sound:vocab-french-vingt.mp3];二十;èrshí;jisap;बीस;عشرون;двадцать;বিশ;二十
two;vocab-two.jpg;"<img src=""vocab-two.jpg"">";two;dos;dois;deux;vocab-french-deux.mp3;[sound:vocab-french-deux.mp3];二;èr;ji;दो;اثنين;два;দুই;二
ugly;vocab-ugly.jpg;"<img src=""vocab-ugly.jpg"">";ugly;feo;feio;moche;vocab-french-moche.mp3;[sound:vocab-french-moche.mp3];丑陋的;chǒulòu de;cáulau dīk;कुरूप;البشع;уродливый;অরুপ;醜い
university;vocab-university.jpg;"<img src=""vocab-university.jpg"">";university;universidad;universidade;université;vocab-french-université.mp3;[sound:vocab-french-université.mp3];大学;dàxué;daaihok;विश्वविद्यालय;جامعة;университет;বিশ্ববিদ্যালয়;大学
up;vocab-up.jpg;"<img src=""vocab-up.jpg"">";up;arriba;acima;dessus;vocab-french-dessus.mp3;[sound:vocab-french-dessus.mp3];以上;yǐshàng;jǐsoeng;ऊपर;فوق;над;উপরে;上記
valley;vocab-valley.jpg;"<img src=""vocab-valley.jpg"">";valley;valle;vale;vallée;vocab-french-vallée.mp3;[sound:vocab-french-vallée.mp3];谷;gǔ;gūk;घाटी;الوادي;долина;উপত্যকা;谷
victim;vocab-victim.jpg;"<img src=""vocab-victim.jpg"">";victim;víctima;vítima;victime;vocab-french-victime.mp3;[sound:vocab-french-victime.mp3];受害者;shòuhàizhě;sauhoizé;शिकार;ضحية;жертва;শিকার;犠牲者
voice;vocab-voice.jpg;"<img src=""vocab-voice.jpg"">";voice;voz;voz;voix;vocab-french-voix.mp3;[sound:vocab-french-voix.mp3];嗓音;sǎngyīn;sōngjām;आवाज़;صوت بشري;голос;কণ্ঠস্বর;ボイス
vowel;vocab-vowel.jpg;"<img src=""vocab-vowel.jpg"">";vowel;vocal;vogal;voyelle;vocab-french-voyelle.mp3;[sound:vocab-french-voyelle.mp3];元音;yuányīn;jyùnjām;स्वर;حرف متحرك;гласный;স্বরবর্ণ;母音
wait;vocab-wait.jpg;"<img src=""vocab-wait.jpg"">";wait;esperar;esperar;attendre;vocab-french-attendre.mp3;[sound:vocab-french-attendre.mp3];等待;děngdài;dángdoi;रुको;انتظر;ждать;অপেক্ষার;待つ
waiter;vocab-waiter.jpg;"<img src=""vocab-waiter.jpg"">";waiter;camarero;garçom;garçon;vocab-french-garçon.mp3;[sound:vocab-french-garçon.mp3];服务员;fúwùyuán;fukmoujyùn;वेटर;النادل;официант;ওয়েটার;ウェイター
wake up;vocab-wake up.jpg;"<img src=""vocab-wake up.jpg"">";wake up;despertar;acordar;réveiller;vocab-french-réveiller.mp3;[sound:vocab-french-réveiller.mp3];起床;qǐchuáng;héicòng;जागृत करने के लिए;استيقظ;проснуться;জেগে উঠতে;起きる
walk;vocab-walk.jpg;"<img src=""vocab-walk.jpg"">";walk;caminar;andar;marcher;vocab-french-marcher.mp3;[sound:vocab-french-marcher.mp3];走;zǒu;záu;टहल लो;سير;ходить;পদব্রজে ভ্রমণ;歩く
wall;vocab-wall.jpg;"<img src=""vocab-wall.jpg"">";wall;pared;parede;mur;vocab-french-mur.mp3;[sound:vocab-french-mur.mp3];墙;qiáng;còeng;दीवार;حائط;стена;প্রাচীর;壁
want;vocab-want.jpg;"<img src=""vocab-want.jpg"">";want;querer;quer;vouloir;vocab-french-vouloir.mp3;[sound:vocab-french-vouloir.mp3];想;xiǎng;sóeng;चाहते हैं;يريد;хотеть;প্রয়োজন;欲しい
war;vocab-war.jpg;"<img src=""vocab-war.jpg"">";war;guerra;guerra;guerre;vocab-french-guerre.mp3;[sound:vocab-french-guerre.mp3];战争;zhànzhēng;zînzāng;युद्ध;حرب;война;যুদ্ধ;戦争
warm;vocab-warm.jpg;"<img src=""vocab-warm.jpg"">";warm;caliente;quente;chaud;vocab-french-chaud.mp3;[sound:vocab-french-chaud.mp3];热的;rè de;jit dīk;गरम;الحار;горячей;গরম;ホット
wash;vocab-wash.jpg;"<img src=""vocab-wash.jpg"">";wash;lavar;lavar;laver;vocab-french-laver.mp3;[sound:vocab-french-laver.mp3];到洗;dào xǐ;dôu sái;धोना;لغسل;мыть;ধুতে;洗う
watch;vocab-watch.jpg;"<img src=""vocab-watch.jpg"">";watch;ver;assistir;regarder;vocab-french-regarder.mp3;[sound:vocab-french-regarder.mp3];手表;shǒubiǎo;sáubīu;घड़ी;راقب;смотреть;ঘড়ি;見る
water;vocab-water.jpg;"<img src=""vocab-water.jpg"">";water;agua;água;eau;vocab-french-eau.mp3;[sound:vocab-french-eau.mp3];水;shuǐ;séoi;पानी;ماء;вода;পানি;水
wave;vocab-wave.jpg;"<img src=""vocab-wave.jpg"">";wave;ola;aceno;vague;vocab-french-vague.mp3;[sound:vocab-french-vague.mp3];海浪;hǎilàng;hóilong;लहर;موجة;волна;তরঙ্গ;波
we;vocab-we.jpg;"<img src=""vocab-we.jpg"">";we;nosotros;nós;nous;vocab-french-nous.mp3;[sound:vocab-french-nous.mp3];我们;wǒmen;ngǒmùn;हम;نحن;мы;আমরা;私達
weak;vocab-weak.jpg;"<img src=""vocab-weak.jpg"">";weak;débil;fraco;faible;vocab-french-faible.mp3;[sound:vocab-french-faible.mp3];虚弱的;xūruò de;hēoijoek dīk;कमज़ोर;ضعيف;слабый;দুর্বল;弱い
wear;vocab-wear.jpg;"<img src=""vocab-wear.jpg"">";wear;vestir;vestem;porter;vocab-french-porter.mp3;[sound:vocab-french-porter.mp3];穿;chuān;cyūn;पहन लेना;البس، ارتداء;носить;পরিধান;着る
wedding;vocab-wedding.jpg;"<img src=""vocab-wedding.jpg"">";wedding;boda;casamento;mariage;vocab-french-mariage.mp3;[sound:vocab-french-mariage.mp3];婚礼;hūnlǐ;fānlǎi;शादी;حفل زواج;свадьба;বিবাহ;結婚式
Wednesday;vocab-Wednesday.jpg;"<img src=""vocab-Wednesday.jpg"">";Wednesday;miércoles;quarta-feira;mercredi;vocab-french-mercredi.mp3;[sound:vocab-french-mercredi.mp3];周三;zhōusān;zāusāam;बुधवार;الأربعاء;среда;বুধবার;水曜日
week;vocab-week.jpg;"<img src=""vocab-week.jpg"">";week;semana;semana;semaine;vocab-french-semaine.mp3;[sound:vocab-french-semaine.mp3];星期;xīngqī;sīngkèi;सप्ताह;أسبوع;неделю;সপ্তাহ;週間
weight;vocab-weight.jpg;"<img src=""vocab-weight.jpg"">";weight;peso;peso;poids;vocab-french-poids.mp3;[sound:vocab-french-poids.mp3];重量;zhòngliàng;zungloeng;वजन;وزن;масса;ওজন;重量
west;vocab-west.jpg;"<img src=""vocab-west.jpg"">";west;oeste;oeste;ouest;vocab-french-ouest.mp3;[sound:vocab-french-ouest.mp3];西;xī;sāi;पश्चिम;غرب;запад;পশ্চিম;西
wet;vocab-wet.jpg;"<img src=""vocab-wet.jpg"">";wet;mojado;molhado;mouiller;vocab-french-mouiller.mp3;[sound:vocab-french-mouiller.mp3];湿的;shī de;#ERROR!;भीगी भीगी;مبلل;смачивать;ভিজা;ぬれました
white;vocab-white.jpg;"<img src=""vocab-white.jpg"">";white;blanco;branco;blanc;vocab-french-blanc.mp3;[sound:vocab-french-blanc.mp3];白色的;báisè de;baaksīk dīk;सफेद;أبيض;белый;সাদা;白い
wide;vocab-wide.jpg;"<img src=""vocab-wide.jpg"">";wide;amplio;ampla;large;vocab-french-large.mp3;[sound:vocab-french-large.mp3];宽的;kuān de;fūn dīk;चौड़ा;واسع;широкий;প্রশস্ত;広い
wife;vocab-wife.jpg;"<img src=""vocab-wife.jpg"">";wife;esposa;esposa;épouse;vocab-french-épouse.mp3;[sound:vocab-french-épouse.mp3];妻子;qīzi;cāizí;बीवी;زوجة;жена;স্ত্রী;妻
win;vocab-win.jpg;"<img src=""vocab-win.jpg"">";win;ganar;ganhar;gagner;vocab-french-gagner.mp3;[sound:vocab-french-gagner.mp3];取胜;qǔshèng;céoisîng;जीतने के लिए;للفوز;побеждать;জেতার জন্য;勝つために
wind;vocab-wind.jpg;"<img src=""vocab-wind.jpg"">";wind;viento;vento;vent;vocab-french-vent.mp3;[sound:vocab-french-vent.mp3];风;fēng;fūng;हवा;ريح;ветер;বায়ু;風
window;vocab-window.jpg;"<img src=""vocab-window.jpg"">";window;ventana;janela;fenêtre;vocab-french-fenêtre.mp3;[sound:vocab-french-fenêtre.mp3];窗户;chuānghù;cōengwu;खिड़की;نافذة او شباك;окно;জানলা;窓
wine;vocab-wine.jpg;"<img src=""vocab-wine.jpg"">";wine;vino;vinho;vin;vocab-french-vin.mp3;[sound:vocab-french-vin.mp3];葡萄酒;pútaojiǔ;pòutòuzáu;वाइन;نبيذ;вино;মদ;ワイン
wing;vocab-wing.jpg;"<img src=""vocab-wing.jpg"">";wing;ala;asa;aile;vocab-french-aile.mp3;[sound:vocab-french-aile.mp3];翅膀;chìbǎng;cîpòng;विंग;جناح;крыло;গরূৎ;羽
winter;vocab-winter.jpg;"<img src=""vocab-winter.jpg"">";winter;invierno;inverno;hiver;vocab-french-hiver.mp3;[sound:vocab-french-hiver.mp3];冬天;dōngtiān;dūngtīn;सर्दी;الشتاء;зима;শীতকালীন;冬
woman;vocab-woman.jpg;"<img src=""vocab-woman.jpg"">";woman;mujer;mulher;femme;vocab-french-femme.mp3;[sound:vocab-french-femme.mp3];女士;nǚshì;něoisi;महिला;النساء;женщина;নারী;女性
wood;vocab-wood.jpg;"<img src=""vocab-wood.jpg"">";wood;madera;madeira;bois;vocab-french-bois.mp3;[sound:vocab-french-bois.mp3];木头;mùtou;muktàu;लकड़ी;خشب;дерево;কাঠ;木材
work;vocab-work.jpg;"<img src=""vocab-work.jpg"">";work;trabajar;trabalhar;travailler;vocab-french-travailler.mp3;[sound:vocab-french-travailler.mp3];去工作;qù gōngzuò;hêoi gūngzôk;काम करने के लिए;للعمل;работать;কাজ করতে;仕事へ
world;vocab-world.jpg;"<img src=""vocab-world.jpg"">";world;mundo;mundo;monde;vocab-french-monde.mp3;[sound:vocab-french-monde.mp3];世界;shìjiè;sâigâai;विश्व;العالمية;мир;বিশ্ব;世界
write;vocab-write.jpg;"<img src=""vocab-write.jpg"">";write;escribir;escrever;écrire;vocab-french-écrire.mp3;[sound:vocab-french-écrire.mp3];来写;lái xiě;lòi sé;लिखना;لأكتب;написать;লিখতে;書く
year;vocab-year.jpg;"<img src=""vocab-year.jpg"">";year;año;ano;an;vocab-french-an.mp3;[sound:vocab-french-an.mp3];年;nián;nìn;साल;عام;год;বছর;年
yellow;vocab-yellow.jpg;"<img src=""vocab-yellow.jpg"">";yellow;amarillo;amarelo;jaune;vocab-french-jaune.mp3;[sound:vocab-french-jaune.mp3];黄色的;huángsè de;wòngsīk dīk;पीला;أصفر;желтый;হলুদ;黄
yes;vocab-yes.jpg;"<img src=""vocab-yes.jpg"">";yes;sí;sim;oui;vocab-french-oui.mp3;[sound:vocab-french-oui.mp3];是的;shì de;si dīk;हाँ;نعم;да;হ্যাঁ;はい
you (plural);vocab-you (plural).jpg;"<img src=""vocab-you (plural).jpg"">";you;ustedes;vocês;vous;vocab-french-vous.mp3;[sound:vocab-french-vous.mp3];你们;nǐmen;něimùn;आप प;تما;вы;আপনি;あなた達
you (singular);vocab-you (singular).jpg;"<img src=""vocab-you (singular).jpg"">";you;tú;você;toi;vocab-french-toi.mp3;[sound:vocab-french-toi.mp3];你;nǐ;něi;आप प;تَ;ты;আপনি;あなたは
young;vocab-young.jpg;"<img src=""vocab-young.jpg"">";young;joven;jovem;jeune;vocab-french-jeune.mp3;[sound:vocab-french-jeune.mp3];年轻的;niánqīng de;nìnhēng dīk;युवा;صغيرة;молодой;তরুণ;若い
zero;vocab-zero.jpg;"<img src=""vocab-zero.jpg"">";zero;cero;zero;zéro;vocab-french-zéro.mp3;[sound:vocab-french-zéro.mp3];零;líng;lìng;शून्य;صفر;нуль;শূন্য;ゼロ
